asvLen	totReads	numSamps
ASV.1	325	63586	3
ASV.2	325	26686	3
ASV.3	148	7635	3
ASV.8	322	1316	3
ASV.9	109	1075	3
ASV.10	164	805	3
ASV.11	328	699	2
ASV.12	322	616	3
ASV.13	109	564	3
ASV.14	153	504	2
ASV.15	262	477	3
ASV.16	118	476	3
ASV.18	282	422	2
ASV.19	322	355	2
ASV.21	21	310	3
ASV.23	66	292	3
ASV.24	328	284	1
ASV.25	199	252	2
ASV.26	65	196	3
ASV.27	80	190	3
ASV.28	322	170	2
ASV.29	164	149	1
ASV.30	325	141	1
ASV.31	149	140	3
ASV.32	262	132	2
ASV.33	328	127	1
ASV.34	386	126	1
ASV.35	255	121	2
ASV.36	121	118	2
ASV.37	328	116	1
ASV.39	164	107	1
ASV.40	395	106	2
ASV.41	146	104	2
ASV.42	28	104	3
ASV.43	164	102	2
ASV.44	386	100	1
ASV.45	91	94	2
ASV.46	325	93	1
ASV.47	91	93	1
ASV.48	61	89	2
ASV.49	348	89	1
ASV.50	262	84	1
ASV.51	20	83	2
ASV.52	63	83	2
ASV.53	70	81	3
ASV.54	123	81	3
ASV.55	137	81	2
ASV.56	87	76	3
ASV.57	137	75	3
ASV.58	282	75	1
ASV.59	196	75	3
ASV.61	262	73	1
ASV.62	93	72	3
ASV.63	74	71	3
ASV.64	325	71	1
ASV.65	139	71	2
ASV.66	80	71	2
ASV.67	82	69	3
ASV.68	328	69	1
ASV.69	77	65	2
ASV.70	131	64	3
ASV.71	104	64	3
ASV.72	273	64	2
ASV.73	91	64	2
ASV.74	80	61	3
ASV.75	164	61	2
ASV.76	164	61	2
ASV.77	54	58	2
ASV.78	88	57	2
ASV.79	282	56	1
ASV.80	65	55	3
ASV.81	215	53	2
ASV.82	65	52	2
ASV.83	88	52	2
ASV.84	34	49	3
ASV.85	164	49	2
ASV.86	87	44	2
ASV.87	348	44	1
ASV.88	80	43	1
ASV.89	37	43	1
ASV.90	64	43	2
ASV.91	348	42	1
ASV.92	348	41	1
ASV.93	109	41	2
ASV.94	89	38	2
ASV.95	165	36	2
ASV.96	97	35	2
ASV.97	256	35	1
ASV.98	192	34	2
ASV.100	164	34	1
ASV.101	134	33	3
ASV.102	293	33	1
ASV.106	75	32	3
ASV.107	269	32	1
ASV.109	49	32	2
ASV.111	76	30	2
ASV.112	60	28	3
ASV.113	161	28	3
ASV.114	32	28	3
ASV.115	164	28	1
ASV.116	158	27	1
ASV.117	173	27	1
ASV.118	235	26	1
ASV.119	54	25	3
ASV.120	269	25	1
ASV.121	104	24	3
ASV.122	112	24	2
ASV.123	149	23	1
ASV.124	202	22	1
ASV.125	103	22	3
ASV.126	34	22	2
ASV.127	51	22	2
ASV.128	353	22	1
ASV.129	149	22	1
ASV.130	99	21	2
ASV.131	42	21	1
ASV.132	58	20	2
ASV.133	106	20	3
ASV.134	93	20	3
ASV.135	37	20	2
ASV.136	82	20	2
ASV.137	135	19	1
ASV.138	76	19	2
ASV.139	124	18	3
ASV.140	255	18	1
ASV.141	48	18	3
ASV.142	129	17	1
ASV.143	130	17	2
ASV.144	229	17	1
